,prot1,prot2,index
2581,sp|A0A087WW87|KV240_HUMAN,sp|P01614|KVD40_HUMAN,1.0
2582,sp|Q8N109|KI2LA_HUMAN,sp|Q8NHK3|KI2LB_HUMAN,0.9512195121951219
2583,sp|Q9Y5E1|PCDB9_HUMAN,sp|Q9UN67|PCDBA_HUMAN,0.34328358208955223
2584,sp|Q9Y5G0|PCDGH_HUMAN,sp|Q9UN71|PCDGG_HUMAN,0.25757575757575757
2585,sp|O14950|ML12B_HUMAN,sp|P19105|ML12A_HUMAN,0.8846153846153846
2586,sp|O14950|ML12B_HUMAN,sp|P24844|MYL9_HUMAN,0.4
2587,sp|O76014|KRT37_HUMAN,sp|O76015|KRT38_HUMAN,0.3707865168539326
2588,sp|Q6L8G8|KRA57_HUMAN,sp|Q6L8G5|KR510_HUMAN,0.5
2589,sp|Q6L8G8|KRA57_HUMAN,sp|Q6L8H1|KRA54_HUMAN,0.2857142857142857
2590,sp|Q8NHK3|KI2LB_HUMAN,sp|Q8N109|KI2LA_HUMAN,0.9512195121951219
2591,sp|Q9UN71|PCDGG_HUMAN,sp|Q9Y5G0|PCDGH_HUMAN,0.25757575757575757
2592,sp|P61586|RHOA_HUMAN,sp|P08134|RHOC_HUMAN,0.2857142857142857
2593,sp|P12882|MYH1_HUMAN,sp|Q9UKX2|MYH2_HUMAN,0.42135922330097086
2594,sp|P12882|MYH1_HUMAN,sp|Q9Y623|MYH4_HUMAN,0.35064935064935066
2595,sp|P12882|MYH1_HUMAN,sp|P13535|MYH8_HUMAN,0.2867256637168142
2596,sp|P13535|MYH8_HUMAN,sp|Q9UKX2|MYH2_HUMAN,0.32065217391304346
2597,sp|P13535|MYH8_HUMAN,sp|P12882|MYH1_HUMAN,0.2867256637168142
2598,sp|Q9UN73|PCDA6_HUMAN,sp|Q9Y5H6|PCDA8_HUMAN,0.3235294117647059
2599,sp|Q14954|KI2S1_HUMAN,sp|P43632|KI2S4_HUMAN,0.26785714285714285
2600,sp|A0A0C4DH24|KV621_HUMAN,sp|A0A0A0MT36|KVD21_HUMAN,0.4117647058823529
2601,sp|A0A075B6S6|KVD30_HUMAN,sp|P06310|KV230_HUMAN,0.5
2602,sp|Q93083|MT1L_HUMAN,sp|P04732|MT1E_HUMAN,0.3333333333333333
2603,sp|Q8NH03|OR2T3_HUMAN,sp|Q8NGX1|O2T34_HUMAN,0.5172413793103449
2604,sp|Q8NGR5|OR1L4_HUMAN,sp|Q8NGR2|OR1L6_HUMAN,0.2727272727272727
2605,sp|Q53S08|RAB6D_HUMAN,sp|Q9H0N0|RAB6C_HUMAN,0.7111111111111111
2606,sp|P01568|IFN21_HUMAN,sp|P01571|IFN17_HUMAN,0.42857142857142855
2607,sp|P01568|IFN21_HUMAN,sp|P05014|IFNA4_HUMAN,0.3157894736842105
2608,sp|P01568|IFN21_HUMAN,sp|P01569|IFNA5_HUMAN,0.2926829268292683
2609,sp|A0A0C4DH34|HV428_HUMAN,sp|P0DP06|HVD34_HUMAN,0.375
2610,sp|O75610|LFTY1_HUMAN,sp|O00292|LFTY2_HUMAN,0.4074074074074074
2611,sp|P02538|K2C6A_HUMAN,sp|P04259|K2C6B_HUMAN,0.7117117117117117
2612,sp|P02538|K2C6A_HUMAN,sp|P48668|K2C6C_HUMAN,0.7924528301886793
2613,sp|Q9BYT5|KRA22_HUMAN,sp|P0C7H8|KRA23_HUMAN,0.6
2614,sp|Q9BYT5|KRA22_HUMAN,sp|Q9BYR9|KRA24_HUMAN,0.6
2615,sp|Q9BYT5|KRA22_HUMAN,sp|Q9BYU5|KRA21_HUMAN,1.0
2616,sp|Q8NH02|O2T29_HUMAN,sp|Q6IEZ7|OR2T5_HUMAN,0.6875
2617,sp|Q07000|1C15_HUMAN,sp|P04222|1C03_HUMAN,0.3815789473684211
2618,sp|Q07000|1C15_HUMAN,sp|Q9TNN7|1C05_HUMAN,0.34146341463414637
2619,sp|Q07000|1C15_HUMAN,sp|P30510|1C14_HUMAN,0.34615384615384615
2620,sp|Q07000|1C15_HUMAN,sp|Q29865|1C18_HUMAN,0.30864197530864196
2621,sp|Q07000|1C15_HUMAN,sp|Q29960|1C16_HUMAN,0.2976190476190476
2622,sp|Q07000|1C15_HUMAN,sp|P30501|1C02_HUMAN,0.26436781609195403
2623,sp|Q07000|1C15_HUMAN,sp|P30508|1C12_HUMAN,0.44155844155844154
2624,sp|Q07000|1C15_HUMAN,sp|Q29963|1C06_HUMAN,0.4025974025974026
2625,sp|Q07000|1C15_HUMAN,sp|P30504|1C04_HUMAN,0.27710843373493976
2626,sp|Q07000|1C15_HUMAN,sp|P30505|1C08_HUMAN,0.379746835443038
2627,sp|P61567|ENK7_HUMAN,sp|P61570|ENK25_HUMAN,0.37142857142857144
2628,sp|P61567|ENK7_HUMAN,sp|Q69384|ENK6_HUMAN,0.6020408163265306
2629,sp|P61567|ENK7_HUMAN,sp|Q9UKH3|ENK9_HUMAN,0.45794392523364486
2630,sp|P61567|ENK7_HUMAN,sp|P63135|POK7_HUMAN,0.30952380952380953
2631,sp|P61567|ENK7_HUMAN,sp|O71037|ENK19_HUMAN,0.5192307692307693
2632,sp|P61567|ENK7_HUMAN,sp|P61565|ENK21_HUMAN,0.4144144144144144
2633,sp|P61567|ENK7_HUMAN,sp|Q902F8|ENK8_HUMAN,0.6701030927835051
2634,sp|P61567|ENK7_HUMAN,sp|Q902F9|EN113_HUMAN,0.42592592592592593
2635,sp|P61567|ENK7_HUMAN,sp|P61566|ENK24_HUMAN,0.5053763440860215
2636,sp|Q69384|ENK6_HUMAN,sp|P61570|ENK25_HUMAN,0.6185567010309279
2637,sp|Q69384|ENK6_HUMAN,sp|P61567|ENK7_HUMAN,0.6020408163265306
2638,sp|Q69384|ENK6_HUMAN,sp|Q9UKH3|ENK9_HUMAN,0.69
2639,sp|Q69384|ENK6_HUMAN,sp|P63135|POK7_HUMAN,0.2857142857142857
2640,sp|Q69384|ENK6_HUMAN,sp|O71037|ENK19_HUMAN,0.71
2641,sp|Q69384|ENK6_HUMAN,sp|P61565|ENK21_HUMAN,0.5740740740740741
2642,sp|Q69384|ENK6_HUMAN,sp|Q902F8|ENK8_HUMAN,0.7326732673267327
2643,sp|Q69384|ENK6_HUMAN,sp|Q902F9|EN113_HUMAN,0.5754716981132075
2644,sp|Q69384|ENK6_HUMAN,sp|P61566|ENK24_HUMAN,0.5
2645,sp|Q9UKH3|ENK9_HUMAN,sp|P61570|ENK25_HUMAN,0.5918367346938775
2646,sp|Q9UKH3|ENK9_HUMAN,sp|P61567|ENK7_HUMAN,0.45794392523364486
2647,sp|Q9UKH3|ENK9_HUMAN,sp|Q69384|ENK6_HUMAN,0.69
2648,sp|Q9UKH3|ENK9_HUMAN,sp|O71037|ENK19_HUMAN,0.6666666666666666
2649,sp|Q9UKH3|ENK9_HUMAN,sp|P61565|ENK21_HUMAN,0.625
2650,sp|Q9UKH3|ENK9_HUMAN,sp|Q902F8|ENK8_HUMAN,0.6571428571428571
2651,sp|Q9UKH3|ENK9_HUMAN,sp|Q902F9|EN113_HUMAN,0.5370370370370371
2652,sp|Q9UKH3|ENK9_HUMAN,sp|P61566|ENK24_HUMAN,0.504950495049505
2653,sp|P57053|H2BFS_HUMAN,sp|Q5QNW6|H2B2F_HUMAN,0.5882352941176471
2654,sp|P57053|H2BFS_HUMAN,sp|Q99879|H2B1M_HUMAN,0.5
2655,sp|P57053|H2BFS_HUMAN,sp|Q99877|H2B1N_HUMAN,0.6363636363636364
2656,sp|P57053|H2BFS_HUMAN,sp|P06899|H2B1J_HUMAN,0.6363636363636364
2657,sp|P57053|H2BFS_HUMAN,sp|Q16778|H2B2E_HUMAN,0.5882352941176471
2658,sp|P57053|H2BFS_HUMAN,sp|Q93079|H2B1H_HUMAN,0.6363636363636364
2659,sp|P57053|H2BFS_HUMAN,sp|P23527|H2B1O_HUMAN,0.5
2660,sp|P57053|H2BFS_HUMAN,sp|O60814|H2B1K_HUMAN,0.8
2661,sp|P57053|H2BFS_HUMAN,sp|P58876|H2B1D_HUMAN,0.6363636363636364
2662,sp|P57053|H2BFS_HUMAN,sp|Q8N257|H2B3B_HUMAN,0.3170731707317073
2663,sp|P57053|H2BFS_HUMAN,sp|P62807|H2B1C_HUMAN,0.7419354838709677
2664,sp|P57053|H2BFS_HUMAN,sp|Q99880|H2B1L_HUMAN,0.5428571428571428
2665,sp|P57053|H2BFS_HUMAN,sp|P33778|H2B1B_HUMAN,0.4594594594594595
2666,sp|Q16695|H31T_HUMAN,sp|Q71DI3|H32_HUMAN,0.6363636363636364
2667,sp|Q16695|H31T_HUMAN,sp|Q6NXT2|H3C_HUMAN,0.4166666666666667
2668,sp|Q16695|H31T_HUMAN,sp|P84243|H33_HUMAN,0.5
2669,sp|Q16695|H31T_HUMAN,sp|P68431|H31_HUMAN,0.6363636363636364
2670,sp|Q9UN66|PCDB8_HUMAN,sp|Q9Y5F0|PCDBD_HUMAN,0.296
2671,sp|Q29865|1C18_HUMAN,sp|P04222|1C03_HUMAN,0.27848101265822783
2672,sp|Q29865|1C18_HUMAN,sp|Q9TNN7|1C05_HUMAN,0.325
2673,sp|Q29865|1C18_HUMAN,sp|P10321|1C07_HUMAN,0.37333333333333335
2674,sp|Q29865|1C18_HUMAN,sp|P30510|1C14_HUMAN,0.4225352112676056
2675,sp|Q29865|1C18_HUMAN,sp|Q07000|1C15_HUMAN,0.30864197530864196
2676,sp|Q29865|1C18_HUMAN,sp|P30508|1C12_HUMAN,0.3717948717948718
2677,sp|Q29865|1C18_HUMAN,sp|P30499|1C01_HUMAN,0.27848101265822783
2678,sp|Q29865|1C18_HUMAN,sp|Q29963|1C06_HUMAN,0.5072463768115942
2679,sp|Q29865|1C18_HUMAN,sp|P30504|1C04_HUMAN,0.59375
2680,sp|Q29865|1C18_HUMAN,sp|P30505|1C08_HUMAN,0.3291139240506329
2681,sp|P63267|ACTH_HUMAN,sp|P63261|ACTG_HUMAN,0.27058823529411763
2682,sp|P63267|ACTH_HUMAN,sp|P62736|ACTA_HUMAN,0.8
2683,sp|P63267|ACTH_HUMAN,sp|P68032|ACTC_HUMAN,0.7142857142857143
2684,sp|P63267|ACTH_HUMAN,sp|P68133|ACTS_HUMAN,0.6363636363636364
2685,sp|P63267|ACTH_HUMAN,sp|P60709|ACTB_HUMAN,0.27058823529411763
2686,sp|P16190|1A33_HUMAN,sp|P30512|1A29_HUMAN,0.4722222222222222
2687,sp|P16190|1A33_HUMAN,sp|P30450|1A26_HUMAN,0.345679012345679
2688,sp|P16190|1A33_HUMAN,sp|P30459|1A74_HUMAN,0.38961038961038963
2689,sp|P16190|1A33_HUMAN,sp|P10314|1A32_HUMAN,0.4189189189189189
2690,sp|P16190|1A33_HUMAN,sp|P30456|1A43_HUMAN,0.2857142857142857
2691,sp|P16190|1A33_HUMAN,sp|P18462|1A25_HUMAN,0.345679012345679
2692,sp|P16190|1A33_HUMAN,sp|P30457|1A66_HUMAN,0.3625
2693,sp|P16190|1A33_HUMAN,sp|P30453|1A34_HUMAN,0.37662337662337664
2694,sp|P16190|1A33_HUMAN,sp|P16189|1A31_HUMAN,0.7796610169491526
2695,sp|A6NDN3|GOG6B_HUMAN,sp|Q9NYA3|GOG6A_HUMAN,0.8083333333333333
2696,sp|A6NDN3|GOG6B_HUMAN,sp|A6NDK9|GOG6C_HUMAN,0.7244094488188977
2697,sp|A6NDN3|GOG6B_HUMAN,sp|P0CG33|GOG6D_HUMAN,0.7165354330708661
2698,sp|Q5RGS3|F74A1_HUMAN,sp|Q5TZK3|FAM74_HUMAN,0.4722222222222222
2699,sp|Q5RGS3|F74A1_HUMAN,sp|Q4VXF1|F74A3_HUMAN,0.2727272727272727
2700,sp|Q9TQE0|2B19_HUMAN,sp|P13761|2B17_HUMAN,0.45454545454545453
2701,sp|Q9TQE0|2B19_HUMAN,sp|P04229|2B11_HUMAN,0.29508196721311475
2702,sp|Q9TQE0|2B19_HUMAN,sp|P79483|DRB3_HUMAN,0.2857142857142857
2703,sp|A0A0U1RR11|CENL1_HUMAN,sp|A0A0U1RRI6|CENL3_HUMAN,0.5
2704,sp|A0A0U1RR11|CENL1_HUMAN,sp|P0DPI3|CENL2_HUMAN,1.0
2705,sp|Q10567|AP1B1_HUMAN,sp|P63010|AP2B1_HUMAN,0.2513089005235602
2706,sp|Q8NCF0|CL18C_HUMAN,sp|A5D8T8|CL18A_HUMAN,0.8461538461538461
2707,sp|Q8NCF0|CL18C_HUMAN,sp|Q6UXF7|CL18B_HUMAN,0.7575757575757576
2708,sp|A5D8T8|CL18A_HUMAN,sp|Q8NCF0|CL18C_HUMAN,0.8461538461538461
2709,sp|A5D8T8|CL18A_HUMAN,sp|Q6UXF7|CL18B_HUMAN,0.6571428571428571
2710,sp|Q3SYB3|FX4L6_HUMAN,sp|Q6VB84|FX4L3_HUMAN,0.8983050847457628
2711,sp|Q3SYB3|FX4L6_HUMAN,sp|Q5VV16|FX4L5_HUMAN,0.5675675675675675
2712,sp|Q3SYB3|FX4L6_HUMAN,sp|Q8WXT5|FX4L4_HUMAN,0.5324675324675324
2713,sp|Q5TZK3|FAM74_HUMAN,sp|Q5RGS3|F74A1_HUMAN,0.4722222222222222
2714,sp|P0CG43|F157C_HUMAN,sp|C9JC47|F157A_HUMAN,0.3979591836734694
2715,sp|P0CG43|F157C_HUMAN,sp|P0CG42|F157B_HUMAN,0.48936170212765956
2716,sp|P0DPH9|CX05B_HUMAN,sp|A0A1B0GTR3|CX05A_HUMAN,1.0
2717,sp|Q96QU4|FRG2B_HUMAN,sp|Q64ET8|FRG2_HUMAN,0.6304347826086957
2718,sp|B5ME19|EIFCL_HUMAN,sp|Q99613|EIF3C_HUMAN,0.9583333333333334
2719,sp|Q8TC17|GRAPL_HUMAN,sp|Q13588|GRAP_HUMAN,0.3333333333333333
2720,sp|A8MYX2|FM25E_HUMAN,sp|B3EWG3|FM25A_HUMAN,0.2857142857142857
2721,sp|A8MYX2|FM25E_HUMAN,sp|B3EWG5|FM25C_HUMAN,0.2857142857142857
2722,sp|A8MYX2|FM25E_HUMAN,sp|B3EWG6|FM25G_HUMAN,0.2857142857142857
2723,sp|Q9NR90|DAZ3_HUMAN,sp|Q9NQZ3|DAZ1_HUMAN,0.9642857142857143
2724,sp|Q9NR90|DAZ3_HUMAN,sp|Q13117|DAZ2_HUMAN,1.0
2725,sp|Q9NR90|DAZ3_HUMAN,sp|Q86SG3|DAZ4_HUMAN,0.9642857142857143
2726,sp|A8MPP1|D11L8_HUMAN,sp|Q96FC9|DDX11_HUMAN,0.457286432160804
2727,sp|A8MPP1|D11L8_HUMAN,sp|Q92771|DDX12_HUMAN,0.4252336448598131
2728,sp|P50502|F10A1_HUMAN,sp|Q8IZP2|ST134_HUMAN,0.3888888888888889
2729,sp|P50502|F10A1_HUMAN,sp|Q8NFI4|F10A5_HUMAN,0.4675324675324675
2730,sp|O43812|DUX1_HUMAN,sp|Q96PT3|DUX5_HUMAN,0.8648648648648649
2731,sp|O43812|DUX1_HUMAN,sp|Q96PT4|DUX3_HUMAN,0.42857142857142855
2732,sp|Q8NFI4|F10A5_HUMAN,sp|P50502|F10A1_HUMAN,0.4675324675324675
2733,sp|O14640|DVL1_HUMAN,sp|P54792|DVLP1_HUMAN,0.46788990825688076
2734,sp|B3EWG3|FM25A_HUMAN,sp|A8MYX2|FM25E_HUMAN,0.2857142857142857
2735,sp|B3EWG3|FM25A_HUMAN,sp|B3EWG5|FM25C_HUMAN,1.0
2736,sp|B3EWG3|FM25A_HUMAN,sp|B3EWG6|FM25G_HUMAN,1.0
2737,sp|B3EWG5|FM25C_HUMAN,sp|A8MYX2|FM25E_HUMAN,0.2857142857142857
2738,sp|B3EWG5|FM25C_HUMAN,sp|B3EWG3|FM25A_HUMAN,1.0
2739,sp|B3EWG5|FM25C_HUMAN,sp|B3EWG6|FM25G_HUMAN,1.0
2740,sp|P03989|1B27_HUMAN,sp|P30484|1B46_HUMAN,0.2558139534883721
2741,sp|P03989|1B27_HUMAN,sp|P30481|1B44_HUMAN,0.3170731707317073
2742,sp|P03989|1B27_HUMAN,sp|P30475|1B39_HUMAN,0.3333333333333333
2743,sp|P03989|1B27_HUMAN,sp|P30486|1B48_HUMAN,0.27058823529411763
2744,sp|P03989|1B27_HUMAN,sp|Q29940|1B59_HUMAN,0.325
2745,sp|P03989|1B27_HUMAN,sp|P30461|1B13_HUMAN,0.3815789473684211
2746,sp|P03989|1B27_HUMAN,sp|P18463|1B37_HUMAN,0.35
2747,sp|P03989|1B27_HUMAN,sp|P30488|1B50_HUMAN,0.27058823529411763
2748,sp|P03989|1B27_HUMAN,sp|Q95365|1B38_HUMAN,0.3333333333333333
2749,sp|P03989|1B27_HUMAN,sp|Q31610|1B81_HUMAN,0.27058823529411763
2750,sp|P03989|1B27_HUMAN,sp|P30492|1B54_HUMAN,0.27710843373493976
2751,sp|P03989|1B27_HUMAN,sp|P30460|1B08_HUMAN,0.27058823529411763
2752,sp|P03989|1B27_HUMAN,sp|P30466|1B18_HUMAN,0.3170731707317073
2753,sp|P03989|1B27_HUMAN,sp|P30485|1B47_HUMAN,0.5
2754,sp|P03989|1B27_HUMAN,sp|P30495|1B56_HUMAN,0.325
2755,sp|P03989|1B27_HUMAN,sp|P30464|1B15_HUMAN,0.2558139534883721
2756,sp|P03989|1B27_HUMAN,sp|Q29718|1B82_HUMAN,0.2857142857142857
2757,sp|P03989|1B27_HUMAN,sp|P30462|1B14_HUMAN,0.2619047619047619
2758,sp|P03989|1B27_HUMAN,sp|P30479|1B41_HUMAN,0.26436781609195403
2759,sp|P03989|1B27_HUMAN,sp|P30480|1B42_HUMAN,0.27058823529411763
2760,sp|P03989|1B27_HUMAN,sp|P18465|1B57_HUMAN,0.34615384615384615
2761,sp|P03989|1B27_HUMAN,sp|Q04826|1B40_HUMAN,0.4794520547945205
2762,sp|P03989|1B27_HUMAN,sp|P30487|1B49_HUMAN,0.27058823529411763
2763,sp|P03989|1B27_HUMAN,sp|P30493|1B55_HUMAN,0.2926829268292683
2764,sp|P03989|1B27_HUMAN,sp|Q29836|1B67_HUMAN,0.3333333333333333
2765,sp|P03989|1B27_HUMAN,sp|P01889|1B07_HUMAN,0.30120481927710846
2766,sp|P03989|1B27_HUMAN,sp|P30483|1B45_HUMAN,0.27058823529411763
2767,sp|A6NIJ5|F90AK_HUMAN,sp|P0C7V4|F90AJ_HUMAN,0.3853211009174312
2768,sp|A6NIJ5|F90AK_HUMAN,sp|P0C7W8|F90AD_HUMAN,0.3853211009174312
2769,sp|A6NIJ5|F90AK_HUMAN,sp|A6NKC0|F90A7_HUMAN,0.28448275862068967
2770,sp|A6NIJ5|F90AK_HUMAN,sp|A6NJQ4|F90A8_HUMAN,0.2782608695652174
2771,sp|A6NIJ5|F90AK_HUMAN,sp|A8MXZ1|F90AN_HUMAN,0.34234234234234234
2772,sp|A6NIJ5|F90AK_HUMAN,sp|A6NEW6|F90AG_HUMAN,0.33035714285714285
2773,sp|A6NIJ5|F90AK_HUMAN,sp|P0C7W9|F90AE_HUMAN,0.3853211009174312
2774,sp|A6NIJ5|F90AK_HUMAN,sp|A6NDY2|F90AA_HUMAN,0.3302752293577982
2775,sp|A6NIJ5|F90AK_HUMAN,sp|A6NNJ1|F90A9_HUMAN,0.2956521739130435
2776,sp|A6NIJ5|F90AK_HUMAN,sp|A8MX19|F90AC_HUMAN,0.35454545454545455
2777,sp|A6NIJ5|F90AK_HUMAN,sp|P0C7X0|F90AO_HUMAN,0.411214953271028
2778,sp|A6NIJ5|F90AK_HUMAN,sp|A6NE21|F90AI_HUMAN,0.3125
2779,sp|A6NIJ5|F90AK_HUMAN,sp|A8MWA6|F90AM_HUMAN,0.2857142857142857
2780,sp|A6NIJ5|F90AK_HUMAN,sp|A8MXJ8|F90A5_HUMAN,0.3669724770642202
2781,sp|D6RGX4|F90AP_HUMAN,sp|A6NEW6|F90AG_HUMAN,0.2743362831858407
2782,sp|D6RGX4|F90AP_HUMAN,sp|A6NDY2|F90AA_HUMAN,0.26126126126126126
2783,sp|Q5JWF2|GNAS1_HUMAN,sp|P63092|GNAS2_HUMAN,0.5128205128205128
2784,sp|P54792|DVLP1_HUMAN,sp|O14640|DVL1_HUMAN,0.46788990825688076
2785,sp|C9JC47|F157A_HUMAN,sp|P0CG43|F157C_HUMAN,0.3979591836734694
2786,sp|C9JC47|F157A_HUMAN,sp|P0CG42|F157B_HUMAN,0.5274725274725275
2787,sp|P0CG42|F157B_HUMAN,sp|P0CG43|F157C_HUMAN,0.48936170212765956
2788,sp|P0CG42|F157B_HUMAN,sp|C9JC47|F157A_HUMAN,0.5274725274725275
2789,sp|P10316|1A69_HUMAN,sp|P01892|1A02_HUMAN,0.703125
2790,sp|P10316|1A69_HUMAN,sp|P30450|1A26_HUMAN,0.29069767441860467
2791,sp|P10316|1A69_HUMAN,sp|P01891|1A68_HUMAN,0.6029411764705882
2792,sp|P10316|1A69_HUMAN,sp|P18462|1A25_HUMAN,0.29069767441860467
2793,sp|P10316|1A69_HUMAN,sp|P30457|1A66_HUMAN,0.35365853658536583
2794,sp|P10316|1A69_HUMAN,sp|P30453|1A34_HUMAN,0.3333333333333333
2795,sp|Q8IXF9|AQ12A_HUMAN,sp|A6NM10|AQ12B_HUMAN,0.6521739130434783
2796,sp|P68400|CSK21_HUMAN,sp|Q8NEV1|CSK23_HUMAN,0.6764705882352942
2797,sp|Q96FJ2|DYL2_HUMAN,sp|P63167|DYL1_HUMAN,0.3684210526315789
2798,sp|P0DPF6|CB27B_HUMAN,sp|P0DPF5|CB27A_HUMAN,0.8
2799,sp|Q29960|1C16_HUMAN,sp|P04222|1C03_HUMAN,0.2839506172839506
2800,sp|Q29960|1C16_HUMAN,sp|Q9TNN7|1C05_HUMAN,0.32926829268292684
2801,sp|Q29960|1C16_HUMAN,sp|P30510|1C14_HUMAN,0.4857142857142857
2802,sp|Q29960|1C16_HUMAN,sp|Q07000|1C15_HUMAN,0.2976190476190476
2803,sp|Q29960|1C16_HUMAN,sp|P30508|1C12_HUMAN,0.4666666666666667
2804,sp|Q29960|1C16_HUMAN,sp|Q29963|1C06_HUMAN,0.35443037974683544
2805,sp|Q29960|1C16_HUMAN,sp|P30505|1C08_HUMAN,0.3670886075949367
2806,sp|Q8IVF6|AN18A_HUMAN,sp|A2A2Z9|AN18B_HUMAN,0.2912621359223301
2807,sp|Q6RFH8|DUX4C_HUMAN,sp|Q9UBX2|DUX4_HUMAN,0.9148936170212766
2808,sp|Q6RFH8|DUX4C_HUMAN,sp|P0CJ85|DU4L2_HUMAN,0.8367346938775511
2809,sp|Q6RFH8|DUX4C_HUMAN,sp|P0CJ88|DU4L5_HUMAN,0.8367346938775511
2810,sp|Q6RFH8|DUX4C_HUMAN,sp|P0CJ90|DU4L7_HUMAN,0.8367346938775511
2811,sp|Q6RFH8|DUX4C_HUMAN,sp|P0CJ86|DU4L3_HUMAN,0.8367346938775511
2812,sp|Q6RFH8|DUX4C_HUMAN,sp|P0CJ87|DU4L4_HUMAN,0.8367346938775511
2813,sp|Q6RFH8|DUX4C_HUMAN,sp|P0CJ89|DU4L6_HUMAN,0.8367346938775511
2814,sp|Q9BXY8|BEX2_HUMAN,sp|Q9HBH7|BEX1_HUMAN,0.4166666666666667
2815,sp|Q31612|1B73_HUMAN,sp|P30462|1B14_HUMAN,0.27710843373493976
2816,sp|Q8IYD1|ERF3B_HUMAN,sp|P15170|ERF3A_HUMAN,0.3779527559055118
2817,sp|Q30134|2B18_HUMAN,sp|P20039|2B1B_HUMAN,0.4230769230769231
2818,sp|Q30134|2B18_HUMAN,sp|Q95IE3|2B1C_HUMAN,0.2982456140350877
2819,sp|Q30134|2B18_HUMAN,sp|Q5Y7A7|2B1D_HUMAN,0.2807017543859649
2820,sp|Q30134|2B18_HUMAN,sp|P01912|2B13_HUMAN,0.2542372881355932
2821,sp|P30495|1B56_HUMAN,sp|P30484|1B46_HUMAN,0.44
2822,sp|P30495|1B56_HUMAN,sp|P30475|1B39_HUMAN,0.35
2823,sp|P30495|1B56_HUMAN,sp|Q29940|1B59_HUMAN,0.6307692307692307
2824,sp|P30495|1B56_HUMAN,sp|P30498|1B78_HUMAN,0.358974358974359
2825,sp|P30495|1B56_HUMAN,sp|P30461|1B13_HUMAN,0.2962962962962963
2826,sp|P30495|1B56_HUMAN,sp|P18463|1B37_HUMAN,0.3170731707317073
2827,sp|P30495|1B56_HUMAN,sp|P30488|1B50_HUMAN,0.35
2828,sp|P30495|1B56_HUMAN,sp|P10319|1B58_HUMAN,0.4266666666666667
2829,sp|P30495|1B56_HUMAN,sp|Q95365|1B38_HUMAN,0.3333333333333333
2830,sp|P30495|1B56_HUMAN,sp|P18464|1B51_HUMAN,0.34177215189873417
2831,sp|P30495|1B56_HUMAN,sp|Q31610|1B81_HUMAN,0.2558139534883721
2832,sp|P30495|1B56_HUMAN,sp|P30492|1B54_HUMAN,0.7666666666666667
2833,sp|P30495|1B56_HUMAN,sp|P30466|1B18_HUMAN,0.3170731707317073
2834,sp|P30495|1B56_HUMAN,sp|P30485|1B47_HUMAN,0.30120481927710846
2835,sp|P30495|1B56_HUMAN,sp|P03989|1B27_HUMAN,0.325
2836,sp|P30495|1B56_HUMAN,sp|P30464|1B15_HUMAN,0.4594594594594595
2837,sp|P30495|1B56_HUMAN,sp|P30490|1B52_HUMAN,0.34177215189873417
2838,sp|P30495|1B56_HUMAN,sp|Q29718|1B82_HUMAN,0.6363636363636364
2839,sp|P30495|1B56_HUMAN,sp|P30462|1B14_HUMAN,0.27710843373493976
2840,sp|P30495|1B56_HUMAN,sp|P30480|1B42_HUMAN,0.30120481927710846
2841,sp|P30495|1B56_HUMAN,sp|P30491|1B53_HUMAN,0.44
2842,sp|P30495|1B56_HUMAN,sp|P18465|1B57_HUMAN,0.4189189189189189
2843,sp|P30495|1B56_HUMAN,sp|Q04826|1B40_HUMAN,0.2558139534883721
2844,sp|P30495|1B56_HUMAN,sp|P30487|1B49_HUMAN,0.3333333333333333
2845,sp|P30495|1B56_HUMAN,sp|P30685|1B35_HUMAN,0.4594594594594595
2846,sp|P30495|1B56_HUMAN,sp|P30493|1B55_HUMAN,0.8275862068965517
2847,sp|P30495|1B56_HUMAN,sp|Q29836|1B67_HUMAN,0.44
2848,sp|P30495|1B56_HUMAN,sp|P01889|1B07_HUMAN,0.30120481927710846
2849,sp|P30495|1B56_HUMAN,sp|P30483|1B45_HUMAN,0.3170731707317073
2850,sp|P21127|CD11B_HUMAN,sp|Q9UQ88|CD11A_HUMAN,0.7328767123287672
2851,sp|A6NEW6|F90AG_HUMAN,sp|P0C7V4|F90AJ_HUMAN,0.6404494382022472
2852,sp|A6NEW6|F90AG_HUMAN,sp|P0C7W8|F90AD_HUMAN,0.5869565217391305
2853,sp|A6NEW6|F90AG_HUMAN,sp|A6NKC0|F90A7_HUMAN,0.4117647058823529
2854,sp|A6NEW6|F90AG_HUMAN,sp|A6NJQ4|F90A8_HUMAN,0.7530864197530864
2855,sp|A6NEW6|F90AG_HUMAN,sp|A8MXZ1|F90AN_HUMAN,0.5157894736842106
2856,sp|A6NEW6|F90AG_HUMAN,sp|A6NIJ5|F90AK_HUMAN,0.33035714285714285
2857,sp|A6NEW6|F90AG_HUMAN,sp|D6RGX4|F90AP_HUMAN,0.2743362831858407
2858,sp|A6NEW6|F90AG_HUMAN,sp|P0C7W9|F90AE_HUMAN,0.5869565217391305
2859,sp|A6NEW6|F90AG_HUMAN,sp|A6NDY2|F90AA_HUMAN,0.5384615384615384
2860,sp|A6NEW6|F90AG_HUMAN,sp|A6NNJ1|F90A9_HUMAN,0.7777777777777778
